# blastp
# Iteration: 3
# Query: JETC_ECOR67 FROM 240 TO 1150
# RID: XMMH75C5013
# Database: nr_cluster_seq
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 6166 hits found
JETC_ECOR67	WP_225877555.1	96.162	912	35	0	1	912	240	1151	1.92e-147	481	97.81
JETC_ECOR67	WP_165410439.1	98.684	912	12	0	1	912	240	1151	6.64e-147	475	99.23
JETC_ECOR67	WP_244566549.1	100.000	912	0	0	1	912	56	967	7.63e-147	478	100.00
JETC_ECOR67	WP_208654680.1	61.732	912	349	0	1	912	240	1151	1.14e-140	465	76.10
JETC_ECOR67	WP_009114488.1	76.754	912	212	0	1	912	240	1151	2.54e-140	464	84.54
JETC_ECOR67	WP_415384842.1	60.417	912	361	0	1	912	240	1151	4.05e-139	455	74.67
JETC_ECOR67	WP_077373960.1	61.075	912	355	0	1	912	240	1151	4.10e-139	461	75.66
JETC_ECOR67	WP_252604554.1	61.184	912	354	0	1	912	240	1151	6.38e-139	461	77.19
JETC_ECOR67	WP_218203129.1	71.711	912	258	0	1	912	239	1150	6.43e-138	458	82.24
JETC_ECOR67	WP_271125700.1	74.232	912	235	0	1	912	240	1151	7.70e-138	458	84.21
JETC_ECOR67	WP_286989413.1	61.513	912	351	0	1	912	240	1151	1.28e-137	457	75.55
JETC_ECOR67	WP_254853016.1	75.329	912	225	0	1	912	240	1151	3.92e-137	456	85.09
JETC_ECOR67	WP_033988926.1	60.417	912	361	0	1	912	240	1151	1.07e-136	454	74.67
JETC_ECOR67	WP_252516243.1	95.662	853	37	0	60	912	4	856	7.93e-135	441	97.77
JETC_ECOR67	WP_153636166.1	58.333	912	380	0	1	912	240	1151	3.60e-134	448	74.34
JETC_ECOR67	WP_313114219.1	75.219	912	226	0	1	912	240	1151	6.94e-133	444	84.98
JETC_ECOR67	WP_107850350.1	59.539	912	369	0	1	912	240	1151	2.29e-131	440	73.79
JETC_ECOR67	WP_095699748.1	56.250	912	399	0	1	912	235	1146	3.05e-130	437	71.82
JETC_ECOR67	WP_042878811.1	59.409	914	369	1	1	912	240	1153	3.71e-129	434	74.62
JETC_ECOR67	WP_025731904.1	55.044	912	410	0	1	912	238	1149	1.08e-125	425	71.49
JETC_ECOR67	WP_095374166.1	100.000	800	0	0	1	800	240	1039	4.69e-124	411	100.00
JETC_ECOR67	WP_200235736.1	50.987	912	447	0	1	912	240	1151	1.28e-115	397	69.08
JETC_ECOR67	MCJ2774381.1	99.599	749	0	1	164	912	10	755	2.00e-113	380	99.60
JETC_ECOR67	WP_254204465.1	100.000	722	0	0	191	912	2	723	4.52e-109	372	100.00
JETC_ECOR67	WP_251301686.1	93.878	686	42	0	1	686	240	925	6.39e-104	355	96.21
JETC_ECOR67	WP_232533554.1	73.333	720	192	0	1	720	239	958	5.25e-103	353	83.33
JETC_ECOR67	MCQ7289936.1	90.769	650	60	0	97	746	1	650	1.04e-94	323	94.62
JETC_ECOR67	WP_273646592.1	60.964	643	251	0	1	643	240	882	1.89e-89	315	74.18
JETC_ECOR67	MCR6534864.1	99.032	620	3	1	164	783	10	626	2.55e-88	305	99.03
JETC_ECOR67	EFH4998653.1	98.958	576	6	0	1	576	240	815	5.32e-88	311	99.13
JETC_ECOR67	WP_235839559.1	95.956	544	22	0	1	544	240	783	1.27e-80	288	97.98
JETC_ECOR67	WP_393355204.1	60.531	565	223	0	348	912	2	566	4.41e-76	278	75.22
JETC_ECOR67	WP_251361893.1	97.308	520	14	0	393	912	1	520	7.07e-76	276	98.27
JETC_ECOR67	MXS50246.1	95.626	503	22	0	1	503	120	622	6.84e-74	266	97.61
JETC_ECOR67	QLQ31380.1	20.591	913	711	5	1	912	226	1125	1.93e-72	273	40.74
JETC_ECOR67	MBR9883477.1	22.801	864	664	2	1	861	231	1094	1.63e-71	268	44.33
JETC_ECOR67	WP_273649324.1	59.455	550	223	0	289	838	1	550	4.37e-71	256	74.00
JETC_ECOR67	HGA5439784.1	68.462	520	164	0	393	912	1	520	6.53e-70	260	80.19
JETC_ECOR67	XP_018612669.2	14.104	943	741	10	9	898	994	1920	3.19e-67	258	33.30
JETC_ECOR67	XP_018612669.2	11.868	910	765	6	10	909	848	1730	2.91e-30	142	31.54
JETC_ECOR67	XP_018612669.2	11.794	814	701	5	112	910	826	1637	7.77e-24	122	29.12
JETC_ECOR67	XP_018612669.2	12.419	773	641	6	143	912	836	1575	1.01e-20	111	29.88
JETC_ECOR67	XP_018612668.2	14.104	943	741	10	9	898	1001	1927	3.22e-67	258	33.30
JETC_ECOR67	XP_018612668.2	11.868	910	765	6	10	909	855	1737	2.91e-30	142	31.54
JETC_ECOR67	XP_018612668.2	11.794	814	701	5	112	910	833	1644	7.78e-24	122	29.12
JETC_ECOR67	XP_018612668.2	12.419	773	641	6	143	912	843	1582	1.01e-20	111	29.88
JETC_ECOR67	KAJ8791638.1	13.675	936	753	9	9	898	1273	2199	5.81e-67	257	33.97
JETC_ECOR67	KAJ8791638.1	11.828	930	771	8	16	901	1060	1984	4.91e-21	112	27.31
JETC_ECOR67	KAJ8791638.1	12.118	883	737	9	26	901	1141	1991	3.82e-20	110	30.35
JETC_ECOR67	KAJ8791638.1	9.973	742	653	7	151	877	1268	2009	1.41e-19	108	28.30
JETC_ECOR67	KAJ8791638.1	11.854	793	680	5	110	883	1043	1835	3.82e-15	93.5	29.26
JETC_ECOR67	KFQ84720.1	13.797	935	751	9	9	897	825	1750	8.46e-67	256	33.48
JETC_ECOR67	KFQ84720.1	11.012	899	766	8	15	897	680	1560	4.28e-29	138	32.81
JETC_ECOR67	KFQ84720.1	11.751	885	760	6	21	894	725	1599	1.47e-23	120	29.83
JETC_ECOR67	KFQ84720.1	11.850	827	703	5	86	910	666	1468	1.05e-19	108	28.42
JETC_ECOR67	KFQ84720.1	11.995	742	622	4	196	912	671	1406	4.69e-19	106	30.05
JETC_ECOR67	KFQ84720.1	14.286	399	336	2	8	405	1357	1750	2.02e-09	75.0	31.08
JETC_ECOR67	KFQ84720.1	10.022	449	401	2	463	911	669	1114	1.82e-08	71.6	30.29
JETC_ECOR67	KAI1884055.1	13.141	936	758	9	9	898	1106	2032	9.97e-67	256	33.55
JETC_ECOR67	KAI1884055.1	11.932	880	754	5	15	883	996	1865	1.45e-25	127	29.77
JETC_ECOR67	KAI1884055.1	11.384	773	649	6	143	912	948	1687	9.07e-20	108	30.27
JETC_ECOR67	KAI1884055.1	10.940	777	677	6	8	775	1264	2034	2.41e-16	97.4	30.89
JETC_ECOR67	NWS45027.1	13.632	939	756	9	9	901	538	1467	1.50e-66	255	33.23
JETC_ECOR67	NWS45027.1	11.525	885	761	7	15	884	393	1270	1.43e-29	140	32.43
JETC_ECOR67	NWS45027.1	11.778	900	777	6	21	904	438	1336	5.85e-24	122	31.44
JETC_ECOR67	NWS45027.1	12.139	832	709	6	12	831	680	1501	2.04e-23	120	30.53
JETC_ECOR67	NWS45027.1	11.316	813	702	4	107	910	379	1181	7.88e-23	118	30.50
JETC_ECOR67	NWS45027.1	13.083	772	637	5	143	912	380	1119	3.98e-21	112	31.09
JETC_ECOR67	CAJ0967203.1	12.392	928	766	9	8	901	14	928	1.66e-66	252	33.62
JETC_ECOR67	CAJ0967203.1	10.729	727	635	3	197	909	9	735	4.32e-20	109	29.02
JETC_ECOR67	CAJ0967203.1	13.065	597	505	5	317	912	1	584	6.29e-13	85.8	33.84
JETC_ECOR67	BAE28480.1	14.286	938	735	10	14	898	1	922	1.74e-66	252	33.48
JETC_ECOR67	BAE28480.1	13.191	796	672	8	11	794	134	922	3.05e-19	106	31.03
JETC_ECOR67	BAE28480.1	9.960	753	663	7	162	899	2	754	3.08e-19	106	29.08
JETC_ECOR67	BAE28480.1	11.096	712	615	8	195	901	9	707	4.71e-18	102	27.81
JETC_ECOR67	BAE28480.1	11.277	603	506	6	9	593	333	924	1.60e-08	71.6	30.02
JETC_ECOR67	HCP4883189.1	96.289	485	18	0	325	809	1	485	1.92e-66	241	97.94
JETC_ECOR67	PKU45003.1	13.632	939	756	9	9	901	653	1582	3.70e-66	254	33.23
JETC_ECOR67	PKU45003.1	11.412	885	762	7	15	884	508	1385	6.22e-29	138	32.32
JETC_ECOR67	PKU45003.1	11.889	900	776	6	21	904	553	1451	8.47e-24	121	31.33
JETC_ECOR67	PKU45003.1	12.139	832	709	6	12	831	795	1616	6.76e-23	118	30.41
JETC_ECOR67	PKU45003.1	9.559	816	720	5	100	910	494	1296	1.61e-20	110	28.92
JETC_ECOR67	PKU45003.1	11.860	742	623	4	196	912	499	1234	1.82e-19	107	30.19
JETC_ECOR67	NP_990605.3	13.177	941	762	9	9	903	1010	1941	4.22e-66	254	32.62
JETC_ECOR67	NP_990605.3	10.099	911	782	8	10	911	877	1759	1.56e-26	130	32.38
JETC_ECOR67	NP_990605.3	12.038	839	719	5	11	837	1148	1979	2.51e-24	123	30.51
JETC_ECOR67	NP_990605.3	11.021	862	743	7	35	894	945	1784	5.59e-24	122	30.86
JETC_ECOR67	NP_990605.3	11.411	815	703	4	98	910	856	1653	5.52e-21	112	28.83
JETC_ECOR67	NP_990605.3	12.382	743	618	5	196	912	856	1591	4.63e-19	106	31.90
JETC_ECOR67	NP_990605.3	11.927	436	375	3	468	894	851	1286	1.23e-08	72.3	33.03
JETC_ECOR67	NP_990605.3	10.706	439	388	2	453	891	852	1286	1.05e-06	66.2	30.98
JETC_ECOR67	ELR48629.1	13.291	948	756	9	9	906	540	1471	6.70e-66	253	32.70
JETC_ECOR67	ELR48629.1	10.814	897	760	9	10	897	407	1272	4.13e-24	122	32.78
JETC_ECOR67	ELR48629.1	12.985	747	630	5	177	912	381	1118	7.13e-21	112	30.92
JETC_ECOR67	ELR48629.1	11.276	807	682	7	128	912	381	1175	4.10e-17	99.7	32.34
JETC_ECOR67	ELR48629.1	13.725	561	458	4	331	889	380	916	2.07e-13	87.7	32.80
JETC_ECOR67	NWI89202.1	13.355	936	756	9	9	898	977	1903	6.93e-66	254	33.55
JETC_ECOR67	NWI89202.1	11.921	864	741	8	45	901	845	1695	1.13e-26	130	31.60
JETC_ECOR67	NWI89202.1	12.018	882	756	7	11	883	866	1736	2.32e-24	123	29.82
JETC_ECOR67	NWI89202.1	12.048	747	640	5	177	912	818	1558	3.46e-20	110	31.06
JETC_ECOR67	NWI89202.1	12.310	593	507	5	331	910	817	1409	2.79e-13	87.4	31.20
JETC_ECOR67	NWI82139.1	13.290	933	754	9	12	898	347	1270	6.94e-66	253	33.33
JETC_ECOR67	NWI82139.1	11.996	892	765	8	17	901	184	1062	1.09e-26	130	31.84
JETC_ECOR67	NWI82139.1	12.459	907	749	7	16	883	203	1103	8.05e-24	121	28.56
JETC_ECOR67	NWI82139.1	11.809	796	671	7	136	911	186	970	1.68e-17	101	30.65
JETC_ECOR67	NWI82139.1	10.142	493	435	2	9	498	793	1280	3.73e-10	77.0	30.63
JETC_ECOR67	NWI82139.1	11.609	603	504	6	9	593	681	1272	2.82e-08	71.2	29.85
JETC_ECOR67	OXB81819.1	13.071	941	763	9	9	903	710	1641	7.72e-66	253	32.52
JETC_ECOR67	OXB81819.1	10.515	913	783	8	15	911	565	1459	6.61e-29	138	32.64
JETC_ECOR67	OXB81819.1	12.053	838	715	5	12	837	852	1679	1.13e-23	121	30.55
JETC_ECOR67	OXB81819.1	9.681	816	719	5	100	910	551	1353	1.30e-20	111	28.92
JETC_ECOR67	OXB81819.1	12.113	743	620	5	196	912	556	1291	1.54e-18	104	31.63
JETC_ECOR67	XP_065271118.1	13.723	940	742	10	12	898	1027	1950	9.18e-66	253	33.40
JETC_ECOR67	XP_065271118.1	12.668	892	741	9	16	901	883	1742	7.09e-29	138	31.95
JETC_ECOR67	XP_065271118.1	11.444	900	778	9	18	900	823	1720	2.89e-22	116	29.67
JETC_ECOR67	XP_065271118.1	12.388	670	573	3	8	677	1332	1987	6.91e-15	92.8	30.30
JETC_ECOR67	XP_065742658.1	13.782	936	752	9	9	898	999	1925	9.97e-66	253	34.29
JETC_ECOR67	XP_065742658.1	12.192	894	764	6	24	906	923	1806	3.32e-26	129	29.08
JETC_ECOR67	XP_065742658.1	11.429	840	719	6	71	890	858	1692	1.26e-24	124	29.05
JETC_ECOR67	XP_065742658.1	12.531	806	672	6	110	905	841	1623	3.10e-19	107	33.13
JETC_ECOR67	KFP41362.1	13.671	929	747	9	12	894	540	1459	1.30e-65	252	33.69
JETC_ECOR67	KFP41362.1	11.012	899	783	7	18	900	336	1233	3.03e-23	119	29.03
